id,payment_id,payment_type,payment_date,payment_status,amount
958,PAY-495805,Credit Card,2024-02-22,Refunded,1409
959,PAY-112823,Bank Transfer,2024-09-09,Failed,1161
960,PAY-784547,Apple Pay,2024-05-06,Pending,1776
961,PAY-300414,Debit Card,2024-08-29,Pending,1860
962,PAY-716338,Debit Card,2024-11-19,Completed,801
963,PAY-180322,Debit Card,2024-02-05,Pending,938
964,PAY-862143,Apple Pay,2024-12-24,Pending,386
965,PAY-730535,Debit Card,2024-01-10,Pending,543
966,PAY-215831,Apple Pay,2024-11-02,Pending,328
967,PAY-755161,PayPal,2024-04-12,Pending,123
968,PAY-823986,Apple Pay,2024-12-01,Pending,393
969,PAY-187291,Credit Card,2024-09-07,Failed,121
970,PAY-401747,PayPal,2024-06-21,Refunded,1778
971,PAY-575463,Debit Card,2024-09-28,Failed,1471
972,PAY-212909,PayPal,2024-03-27,Completed,802
973,PAY-961559,PayPal,2024-08-21,Failed,386
974,PAY-514701,Credit Card,2024-03-30,Completed,103
975,PAY-324343,Debit Card,2024-05-22,Completed,544
976,PAY-864662,Apple Pay,2024-08-27,Pending,1202
977,PAY-781066,Apple Pay,2024-10-10,Failed,248
978,PAY-553315,Debit Card,2024-08-25,Completed,1817
979,PAY-357545,Bank Transfer,2024-06-12,Failed,1148
980,PAY-695673,Credit Card,2024-01-16,Pending,114
981,PAY-167941,Debit Card,2024-05-11,Pending,1877
982,PAY-516376,Bank Transfer,2024-09-28,Pending,840
983,PAY-364151,Apple Pay,2024-05-22,Refunded,1595
984,PAY-485317,PayPal,2024-09-07,Pending,307
985,PAY-971440,Credit Card,2024-12-03,Refunded,1287
986,PAY-587721,Apple Pay,2024-02-27,Failed,1263
987,PAY-550129,PayPal,2024-08-06,Pending,1952
988,PAY-970407,Apple Pay,2024-01-31,Pending,1423
989,PAY-387933,Credit Card,2024-07-09,Pending,837
990,PAY-932183,Apple Pay,2024-08-01,Completed,1831
991,PAY-237527,Debit Card,2024-08-01,Pending,1635
992,PAY-925601,Bank Transfer,2024-05-07,Completed,1762
993,PAY-833950,Debit Card,2024-12-25,Pending,1174
994,PAY-777590,Apple Pay,2024-06-22,Completed,392
995,PAY-491484,Debit Card,2024-07-09,Failed,1818
996,PAY-758654,Apple Pay,2024-12-03,Failed,1243
997,PAY-354727,Bank Transfer,2024-07-25,Failed,846
998,PAY-345054,Apple Pay,2024-12-18,Pending,1812
999,PAY-731968,Debit Card,2024-12-27,Completed,1817
1000,PAY-944313,Apple Pay,2024-11-03,Completed,691
